iter	RMSE
171	0.004357838338
172	0.004344012467
173	0.004343625703
174	0.004339019197
175	0.004334630952
176	0.004330449902
177	0.004326463591
178	0.004322663051
179	0.004309625363
180	0.00429702411
181	0.004284841567
182	0.004281374771
183	0.004278242116
184	0.004274920682
185	0.004271955754
186	0.004269033013
187	0.004265827618
188	0.004254325341
189	0.004254293953
190	0.004250434522
191	0.004246762402
192	0.004246666456
193	0.004243167798
194	0.004243076478
195	0.004239742436
196	0.004239655485
197	0.004239573512
198	0.004239496787
199	0.004236315248
200	0.004236241832
201	0.004233207888
202	0.00423031328
203	0.004229585305
204	0.004229236113
205	0.004228925486
206	0.004226204297
207	0.00422360485
208	0.00422335083
209	0.004220875228
210	0.004218508155
211	0.004216243972
212	0.004214078919
213	0.004212006374
214	0.004211815201
215	0.004211645969
216	0.004209672542
217	0.004207783631
218	0.004207642176
219	0.004206114485
220	0.00420599319
221	0.00420588546
222	0.004204432868
223	0.004203046711
224	0.004201721486
225	0.004201634019
226	0.004200369351
227	0.0041991607
228	0.004198004173
229	0.00419793131
230	0.004193215105
231	0.004188672341
232	0.00418429608
233	0.004184242209
234	0.004183293415
235	0.004183245669
236	0.004183203926
237	0.004179039474
238	0.004175021771
239	0.004171143033
240	0.004171080646
241	0.004171023867
242	0.004170973792
243	0.0041709296
244	0.004170889238
245	0.004170854349
246	0.004170272679
247	0.004170244627
248	0.004166321994
249	0.004162523713
250	0.004162500133
251	0.004158822957
252	0.004155260637
253	0.004155242508
254	0.004151791751
255	0.004151418145
256	0.004148073578
257	0.00414771546
258	0.004147371896
259	0.004144129546
260	0.004143799869
261	0.004143483388
262	0.004140338748
263	0.004140034684
264	0.004136982879
265	0.004136690983
266	0.004133729757
267	0.004130855651
268	0.004130574099
269	0.004127784203
270	0.004127512949
271	0.004124803993
272	0.004122846579
273	0.004122590088
274	0.004119957817
275	0.004119710981
276	0.004119474105
277	0.004119246635
278	0.004119028436
279	0.004118819092
280	0.004116938674
281	0.004115109817
282	0.004114914835
283	0.004113136968
284	0.004111405524
285	0.00411122397
286	0.004111049348
287	0.004109366323
288	0.004107725259
289	0.004106124399
290	0.004106086874
291	0.004106053658
292	0.00410269047
293	0.004102666267
294	0.004099480295
295	0.004099453011
296	0.004099428371
297	0.004099411666
298	0.004096392983
299	0.004093533091
300	0.004090823255
301	0.004088254841
302	0.004088233903
303	0.00408821492
304	0.004088197611
305	0.004088187002
306	0.004085751297
307	0.004083442013
308	0.004083427199
309	0.004083413783
310	0.004083401345
311	0.004081210844
312	0.004081199379
313	0.004081188752
314	0.004079110382
315	0.00407713831
316	0.004077128092
317	0.004075256864
318	0.00407348032
319	0.004071793399
320	0.004070191866
321	0.004068670072
322	0.004067224316
323	0.004064924302
324	0.004062849973
325	0.004061150205
326	0.004059788642
327	0.004058210495
328	0.004056914058
329	0.004055503793
330	0.004054268423
331	0.00405309491
332	0.004051979082
333	0.004050918168
334	0.004049621933
335	0.004048444394
336	0.004047427814
337	0.004046461607
338	0.004045542989
339	0.004044669453
340	0.004043316594
341	0.004042483798
342	0.004041546343
343	0.004040388626
344	0.004039280449
345	0.004038556049
346	0.004037695417
347	0.00403691122
348	0.004036195161
349	0.004035539641
350	0.004034940444
351	0.004026628786
352	0.004018243697
353	0.0040176307
354	0.004017069462
355	0.004016554747
356	0.004016082168
357	0.004015886073
358	0.004015705032
359	0.004015259215
360	0.004015085678
361	0.004014925494
362	0.004014530765
363	0.004014376956
364	0.004014234799
365	0.004013035927
366	0.004012697756
367	0.004012359129
368	0.004012073101
369	0.004011810524
370	0.004011025535
371	0.00401027369
372	0.004010031061
373	0.004009807772
374	0.004009601976
375	0.004009257679
376	0.004008538674
377	0.004007849583
378	0.004007189425
379	0.004006557502
380	0.004006312084
381	0.004005382691
382	0.00400453716
383	0.004004441681
384	0.00400435247
385	0.004004268673
386	0.004004189435
387	0.004004051904
388	0.00400397765
389	0.004003907527
390	0.004003841679
391	0.004003713686
392	0.004003595097
393	0.004003484771
394	0.004003422337
395	0.004003319989
396	0.00400306924
397	0.004003010079
398	0.004002920694
399	0.004002689594
400	0.004002633707
401	0.00400258067
402	0.00400236167
403	0.004002311766
404	0.004002263858
405	0.004002219371
406	0.004001410537
407	0.004001367182
408	0.004000629641
409	0.004000587561
410	0.00399991365
411	0.003999872276
412	0.00399983404
413	0.003999212371
414	0.003998649689
415	0.003998136456
416	0.003997667411
417	0.00399762687
418	0.003997192742
419	0.00399679569
420	0.003996756568
421	0.003996719301
422	0.003996354617
423	0.00399631849
424	0.003996284504
425	0.00399594977
426	0.003995643002
427	0.003995609581
428	0.003995558736
429	0.003995527886
430	0.00399542305
431	0.003995326211
432	0.003995236368
433	0.00399520723
434	0.003995120241
435	0.003995039821
436	0.003994965399
437	0.003994937973
438	0.003994868692
439	0.00399481798
440	0.00399479241
441	0.003994767982
442	0.003994720269
443	0.003994674984
444	0.003994631984
445	0.003994591412
446	0.003994563126
447	0.003994525125
448	0.00399447898
449	0.003994435978
450	0.003994410263
451	0.00399438569
452	0.003994304112
453	0.00399428111
454	0.003994259251
455	0.003994238678
456	0.003994162955
457	0.003994143381
458	0.003994102804
459	0.003994084802
460	0.003994031794
461	0.003994014649
462	0.003993998217
463	0.003993961783
464	0.003993927777
465	0.003993895056
466	0.003993863908
467	0.003993850191
468	0.003993837045
469	0.003993824471
470	0.003993690727
471	0.003993678439
472	0.003993587844
473	0.003993462238
474	0.003993377783
475	0.003993365494
476	0.003993283752
477	0.003993204582
478	0.003993090825
479	0.003993078249
480	0.003993003933
481	0.003992932189
482	0.003992862587
483	0.003992850153
484	0.003992839005
485	0.003992770973
486	0.003992667638
487	0.003992603463
488	0.003992540716
489	0.003992529139
490	0.003992518419
491	0.00399242108
492	0.003992326598
493	0.003992268135
494	0.003992257271
495	0.003992200094
496	0.003992189802
497	0.003992134339
498	0.003992124618
499	0.00399211547
500	0.003992061292
501	0.003992008257
502	0.003991999109
503	0.003991990674
504	0.003991938782
505	0.003991853724
506	0.003991845289
507	0.00399179554
508	0.003991787963
509	0.003991739214
510	0.003991691893
511	0.003991683887
512	0.003991676739
513	0.003991669734
514	0.00399166373
515	0.003991657725
516	0.003991577093
517	0.003991571374
518	0.003991525338
519	0.003991519905
520	0.003991514759
521	0.003991509612
522	0.003991504894
523	0.003991500462
524	0.003991454997
525	0.003991450994
526	0.003991446705
527	0.003991368784
528	0.003991364638
529	0.003991320888
530	0.003991278281
531	0.003991236388
532	0.003991232242
533	0.003991228238
534	0.003991224235
535	0.003991221089
536	0.003991217944
537	0.003991214798
538	0.003991173477
539	0.003991100556
540	0.003991060663
541	0.00399105766
542	0.003991054514
543	0.003991051798
544	0.00399104951
545	0.003991047079
546	0.003991008044
547	0.003990969866
548	0.003990967435
549	0.003990898657
550	0.00399089594
551	0.003990828734
552	0.00399082616
553	0.003990824015
554	0.003990788266
555	0.003990786264
556	0.003990722345
557	0.003990719771
558	0.003990717769
559	0.003990682878
560	0.003990648844
561	0.003990615381
562	0.003990582348
563	0.003990580203
564	0.003990578201
565	0.003990576342
566	0.003990574483
567	0.003990573053
568	0.003990540448
569	0.003990538446
570	0.003990478098
571	0.003990446636
572	0.00399044492
573	0.003990443204
574	0.00399044206
575	0.003990410598
576	0.00399038028
577	0.003990378993
578	0.003990348961
579	0.003990319644
580	0.003990290755
581	0.003990262439
582	0.003990260722
583	0.003990259292
584	0.003990231404
585	0.003990229831
586	0.003990202086
587	0.003990175199
588	0.003990148598
589	0.003990147168
590	0.003990145594
591	0.003990119422
592	0.003990093678
593	0.003990068364
594	0.003990067077
595	0.003990013586
596	0.003990012299
597	0.003989960668
598	0.003989936067
599	0.003989912039
600	0.003989910609
601	0.003989887152
602	0.003989865269
603	0.003989844816
604	0.003989821645
605	0.003989820501
606	0.003989771584
607	0.003989770154
608	0.00398976901
609	0.003989767866
610	0.003989767007
611	0.003989744408
612	0.003989722381
613	0.003989721237
614	0.003989720379
615	0.003989698352
616	0.003989697493
617	0.003989650292
618	0.003989649434
619	0.003989648575
620	0.003989627263
621	0.003989626834
622	0.00398960595
623	0.003989585496
624	0.003989584638
625	0.003989584209
626	0.003989563897
627	0.003989563325
628	0.003989562467
629	0.003989542298
630	0.003989541297
631	0.003989540725
632	0.003989540439
633	0.003989520556
634	0.003989519841
635	0.003989500244
636	0.00398948122
637	0.003989480934
638	0.003989462338
639	0.00398946148
640	0.003989460908
641	0.003989460479
642	0.00398944174
643	0.003989441454
644	0.003989441025
645	0.003989422572
646	0.003989422
647	0.003989422
648	0.003989404262
649	0.003989386525
650	0.003989386239
651	0.00398938581
652	0.00398938538
653	0.003989385094
654	0.003989384665
655	0.003989366784
656	0.003989366212
657	0.003989365926
658	0.00398932244
659	0.003989280384
660	0.003989279955
661	0.003982734805
662	0.003976187922
663	0.003976186631
664	0.003969951671
665	0.00396371799
666	0.003963711943
667	0.003963706616
668	0.003963697546
669	0.00396368934
670	0.00395760095
671	0.003957589559
672	0.003951650193
673	0.003951635897
674	0.003951622033
675	0.003945820771
676	0.003945646205
677	0.003945629283
678	0.003945470185
679	0.003945454275
680	0.003945309345
681	0.003945177138
682	0.003945161806
683	0.003945147051
684	0.003945133454
685	0.003945012814
686	0.003944999795
687	0.0039449875
688	0.00394487756
689	0.003944776731
690	0.00394468458
691	0.003944600528
692	0.003944588376
693	0.003944577091
694	0.003944500705
695	0.003944430393
696	0.003944419542
697	0.003944409415
698	0.003944399432
699	0.003944390462
700	0.003944325646
701	0.003944266472
702	0.003944261987
703	0.003944253306
704	0.003944244625
705	0.003944236812
706	0.003944229578
707	0.003944222633
708	0.003944215688
709	0.003944161576
710	0.003944112238
711	0.003944067095
712	0.003944062899
713	0.003944056244
714	0.003944052482
715	0.003944046405
716	0.003944040328
717	0.003944034685
718	0.003943993014
719	0.00394398795
720	0.00394395004
721	0.003943915314
722	0.003943909815
723	0.003943906632
724	0.003943901712
725	0.003943898674
